ID,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Complain,Satisfaction Score,Card Type,Point Earned,Exited
252,Reilly,687.0,France,Female,31.0,2,0.0,2,No,Yes,145411.39,No,3,SILVER,347,0
253,Ngozichukwuka,763.0,Germany,Female,61.0,1,66101.89,1,Yes,Yes,143981.27,No,2,PLATINUM,366,0
254,Walton,519.0,Spain,Female,57.0,2,119035.35,2,Yes,Yes,29871.79,No,3,SILVER,689,0
255,Abramovich,615.0,France,Male,34.0,1,83503.11,2,Yes,Yes,73124.53,Yes,3,DIAMOND,805,1
256,Gregory,673.0,Germany,Female,41.0,9,98612.1,1,Yes,No,151349.35,No,2,SILVER,868,0
257,Ferrari,607.0,France,Female,49.0,9,119960.29,2,Yes,No,103068.22,No,2,PLATINUM,768,0
258,Fiorentini,607.0,France,Female,21.0,0,0.0,2,Yes,No,116106.52,No,1,DIAMOND,324,0
259,Esposito,850.0,Germany,Male,32.0,2,128647.98,2,No,No,54416.18,No,2,SILVER,607,0
260,Young,575.0,France,Male,27.0,3,139301.68,1,Yes,No,99843.98,No,2,DIAMOND,548,0
261,Craigie,728.0,France,Female,46.0,2,109705.52,1,Yes,No,20276.87,Yes,5,PLATINUM,469,1
262,Cousens,681.0,France,Male,34.0,3,0.0,2,No,No,55816.2,No,2,GOLD,628,0
263,Vasilyeva,,Spain,Male,34.0,10,97208.46,1,Yes,Yes,59553.34,No,2,GOLD,827,0
264,Atkins,591.0,Spain,Male,36.0,7,135216.8,1,Yes,Yes,122022.89,No,1,GOLD,710,0
265,Chizoba,695.0,France,Male,45.0,9,43134.65,1,No,Yes,77330.35,No,1,GOLD,582,0
266,Holden,593.0,Germany,Female,29.0,5,101713.84,3,Yes,No,134594.99,No,2,GOLD,490,0
267,Onyeorulu,506.0,France,Female,34.0,4,90307.62,1,Yes,Yes,159235.29,No,4,SILVER,511,0
268,Walker,671.0,France,Male,,5,0.0,2,No,No,120893.07,No,4,GOLD,962,0
269,Wang,712.0,France,Female,29.0,3,87375.78,2,No,No,166194.53,No,2,SILVER,584,0
270,Wade,613.0,France,Female,21.0,7,105627.95,1,Yes,,36560.51,No,5,GOLD,495,0
271,Martin,622.0,Spain,Male,36.0,9,0.0,2,Yes,Yes,104852.6,No,3,DIAMOND,331,0
272,Wright,619.0,France,Female,35.0,8,132292.63,1,Yes,No,65682.93,No,1,DIAMOND,508,0
273,Iheatu,617.0,France,Female,79.0,7,0.0,1,Yes,Yes,160589.18,No,3,SILVER,424,0
274,Tang,633.0,France,Male,43.0,5,0.0,2,Yes,Yes,48249.88,No,5,SILVER,250,0
275,Pisani,591.0,Germany,,46.0,4,129269.27,1,Yes,No,163504.33,No,1,GOLD,290,0
276,Corrie,540.0,France,Male,37.0,6,0.0,2,Yes,No,141998.89,No,1,GOLD,417,0
277,McIntyre,570.0,France,Female,36.0,3,0.0,2,Yes,No,92118.75,No,2,DIAMOND,971,0
278,Tuan,653.0,France,Male,38.0,8,119315.75,1,Yes,No,150468.35,No,3,SILVER,978,0
279,Stephenson,768.0,France,Female,26.0,5,51116.26,1,Yes,Yes,70454.79,Yes,4,PLATINUM,992,1
280,Keldie,671.0,France,Female,48.0,6,119769.77,1,No,,66032.65,No,2,DIAMOND,475,0
281,Lee,807.0,Germany,Female,,1,141069.18,3,Yes,Yes,194257.11,No,4,DIAMOND,374,0
282,Pinto,698.0,France,Female,39.0,4,0.0,2,No,Yes,,No,5,SILVER,639,0
283,Akabueze,741.0,France,,37.0,9,105261.76,2,Yes,Yes,149503.54,No,1,PLATINUM,523,0
284,Kovalyova,,Spain,Male,33.0,8,122017.19,1,No,No,162515.17,No,5,DIAMOND,504,0
285,Lupton,609.0,Spain,Male,34.0,7,140694.78,2,Yes,No,46266.63,No,3,DIAMOND,726,0
286,Trentino,647.0,Spain,Female,64.0,1,91216.0,1,Yes,Yes,41800.18,No,1,DIAMOND,402,0
287,Calabrese,679.0,France,Male,36.0,6,147733.64,1,No,Yes,172501.38,No,5,PLATINUM,982,0
288,Mazzi,849.0,France,Female,41.0,6,0.0,2,Yes,Yes,169203.51,Yes,1,DIAMOND,618,1
289,Hicks,544.0,Germany,Male,44.0,2,108895.93,1,No,No,69228.2,Yes,3,DIAMOND,408,1
290,Kalinina,567.0,France,,,9,93522.2,1,No,Yes,81425.61,No,5,SILVER,327,0
291,Williams,694.0,France,Male,47.0,4,0.0,2,Yes,No,197528.62,No,2,SILVER,782,0
292,Yang,514.0,Spain,Male,30.0,7,0.0,1,No,Yes,,No,4,DIAMOND,583,0
293,Eluemuno,702.0,Germany,Female,60.0,5,138597.54,2,Yes,Yes,41536.59,Yes,4,GOLD,476,1
294,Bergamaschi,504.0,France,Female,73.0,8,0.0,1,Yes,Yes,34595.58,No,3,GOLD,672,0
295,McKenzie,740.0,France,Female,60.0,5,108028.08,2,No,No,25980.42,Yes,5,GOLD,922,1
296,Capon,850.0,France,Male,34.0,6,0.0,1,No,Yes,52796.31,No,3,GOLD,831,0
297,Milne,700.0,Germany,Female,28.0,3,99705.69,2,No,No,146723.72,No,5,SILVER,435,0
298,Barker,627.0,France,Female,21.0,7,98993.02,1,Yes,Yes,169156.64,No,4,DIAMOND,456,0
299,Kinney,649.0,France,Female,36.0,2,0.0,2,No,Yes,75035.48,No,3,SILVER,984,0
300,Timms,670.0,France,Female,38.0,4,119624.54,2,Yes,Yes,110472.12,No,4,PLATINUM,732,0
301,Ma,790.0,Spain,Male,46.0,2,131365.37,2,Yes,Yes,180290.68,No,5,GOLD,242,0
302,Ferri,654.0,Spain,Male,40.0,5,105683.63,1,Yes,No,173617.09,No,5,DIAMOND,250,0
303,Tokaryev,578.0,Spain,Male,28.0,4,0.0,2,No,No,6947.09,No,3,GOLD,849,0
304,Tang,498.0,France,Male,33.0,1,198113.86,1,Yes,No,,No,2,PLATINUM,694,0
305,Wyatt,468.0,France,Female,32.0,8,137649.47,1,No,No,198714.29,No,4,PLATINUM,929,0
306,Chidubem,592.0,Spain,Female,40.0,2,200322.45,1,Yes,Yes,113244.73,No,5,PLATINUM,482,0
307,Hsing,645.0,Germany,Male,47.0,9,152076.93,1,Yes,No,121840.2,Yes,3,GOLD,309,1
308,Mullawirraburka,778.0,France,Male,24.0,4,0.0,2,Yes,Yes,162809.2,No,3,DIAMOND,945,0
309,Izmailova,708.0,France,Female,47.0,0,126589.12,2,No,Yes,132730.07,Yes,5,GOLD,856,1
310,Robertson,,France,Female,29.0,3,0.0,2,Yes,No,158043.11,No,1,DIAMOND,556,0
311,Azubuike,651.0,Germany,,25.0,2,109175.14,2,Yes,No,114566.47,No,1,SILVER,652,0
312,Hao,750.0,France,Female,32.0,5,0.0,2,Yes,No,95611.47,No,1,SILVER,872,0
313,Vasilyeva,535.0,Spain,Male,48.0,9,109472.47,1,Yes,No,157358.43,Yes,2,GOLD,415,1
314,Yang,546.0,Germany,Female,52.0,1,106074.89,1,Yes,Yes,23548.45,Yes,3,PLATINUM,579,1
315,Hu,656.0,France,Male,37.0,2,0.0,2,No,Yes,67840.81,No,2,SILVER,436,0
316,Wilkins,576.0,France,Female,29.0,5,108541.04,1,Yes,Yes,126469.09,No,5,DIAMOND,843,0
317,Lombardo,782.0,France,Female,33.0,2,94493.03,1,No,Yes,101866.39,No,3,PLATINUM,324,0
318,Munro,619.0,Spain,Male,46.0,8,62400.48,1,Yes,Yes,132498.39,Yes,5,GOLD,862,1
319,Woolnough,662.0,France,Male,74.0,6,0.0,2,Yes,No,123583.85,No,1,SILVER,512,0
320,Randall,680.0,France,Female,24.0,10,0.0,3,Yes,No,154971.63,Yes,3,SILVER,434,1
321,Fitzgerald,691.0,France,Female,29.0,9,0.0,2,No,No,199635.93,No,4,GOLD,728,0
322,Davidson,708.0,Spain,Male,46.0,7,68799.72,1,Yes,Yes,39704.14,No,5,PLATINUM,287,0
323,Reagan,734.0,Germany,Male,33.0,5,121898.58,1,Yes,No,61829.89,No,4,PLATINUM,659,0
324,Jowers,655.0,France,Female,47.0,10,0.0,2,Yes,No,167778.62,No,2,SILVER,989,0
325,Sopuluchukwu,806.0,France,Male,40.0,5,80613.93,1,Yes,Yes,142838.64,No,1,SILVER,314,0
326,Paterson,850.0,Germany,Male,43.0,0,108508.82,3,Yes,No,184044.8,Yes,5,PLATINUM,721,1
327,Amechi,672.0,Germany,Male,40.0,10,102980.44,1,Yes,No,1285.81,Yes,2,SILVER,568,1
328,Walker,671.0,France,Female,38.0,6,132129.72,1,No,Yes,76068.95,No,1,SILVER,593,0
329,Shaw,650.0,France,Male,,8,0.0,2,Yes,Yes,102925.76,No,3,GOLD,256,0
330,Hayes-Williams,809.0,France,Female,39.0,5,0.0,1,Yes,No,77705.75,No,5,DIAMOND,754,0
331,L?,805.0,France,Female,,4,0.0,2,Yes,No,4798.12,No,2,PLATINUM,863,0
332,Onio,673.0,France,Male,37.0,2,0.0,1,Yes,,,No,2,GOLD,307,0
333,Valentin,692.0,France,Male,66.0,4,159732.02,1,Yes,Yes,118188.15,No,4,GOLD,273,0
334,Ma,490.0,Germany,,41.0,0,139659.04,1,Yes,Yes,176254.12,No,5,SILVER,312,0
335,Cullen,477.0,Germany,Male,34.0,8,139959.55,2,Yes,Yes,189875.83,No,4,DIAMOND,362,0
336,Lane,478.0,Spain,,43.0,1,0.0,2,Yes,Yes,197916.43,No,5,DIAMOND,303,0
337,Yefimova,626.0,France,Female,,2,133968.96,2,Yes,No,148689.65,No,2,DIAMOND,321,0
338,Tseng,694.0,Spain,Male,38.0,7,121527.4,1,Yes,No,113481.02,No,4,PLATINUM,582,0
339,Ruiz,557.0,France,Female,32.0,3,123502.53,1,Yes,Yes,69826.8,No,4,DIAMOND,723,0
340,Bell,729.0,France,Female,36.0,8,109106.8,1,No,No,121311.12,No,3,DIAMOND,456,0
341,Aksakova,637.0,Spain,Male,43.0,3,172196.23,1,Yes,Yes,104769.96,No,4,GOLD,550,0
342,Chiemenam,556.0,France,Female,54.0,4,150005.38,1,Yes,No,157015.5,Yes,1,PLATINUM,785,1
343,Otutodilinna,754.0,France,Male,28.0,8,0.0,2,Yes,Yes,52615.62,No,4,DIAMOND,497,0
344,Higgins,,Germany,Female,33.0,10,138847.9,1,Yes,Yes,127256.7,No,3,DIAMOND,465,0
345,Ballard,686.0,Germany,Female,27.0,1,115095.88,2,No,,78622.46,No,2,DIAMOND,873,0
346,Kung,688.0,Spain,Female,35.0,6,0.0,1,Yes,No,25488.43,Yes,1,SILVER,901,1
347,Trentini,534.0,France,Female,23.0,5,104822.45,1,No,Yes,160176.47,No,5,SILVER,915,0
348,Oster,636.0,France,Female,45.0,7,139859.23,1,Yes,Yes,,No,3,GOLD,393,0
349,Greece,666.0,Germany,Female,50.0,7,109062.28,1,Yes,,140136.1,Yes,5,GOLD,542,1
350,Clayton,461.0,France,Male,51.0,9,119889.84,1,No,No,56767.67,Yes,1,GOLD,933,1
351,Childs,450.0,Spain,Female,34.0,2,0.0,2,Yes,No,175480.93,No,1,SILVER,920,0
352,Sopuluchi,,France,Male,77.0,9,0.0,3,Yes,Yes,81514.06,No,4,PLATINUM,846,0
353,Scannell,764.0,Spain,Female,48.0,1,75990.97,1,Yes,No,158323.81,Yes,2,DIAMOND,298,1
354,Ni,712.0,France,Male,29.0,3,102540.61,1,Yes,Yes,189680.79,No,1,PLATINUM,415,0
355,Lavrentyev,758.0,Germany,Male,68.0,6,112595.85,1,Yes,No,35865.44,Yes,4,GOLD,843,1
356,Prokhorova,751.0,France,Male,,8,0.0,2,No,No,17550.49,No,3,SILVER,341,0
357,Jenkins,501.0,France,Male,57.0,10,0.0,2,Yes,Yes,47847.19,No,5,PLATINUM,374,0
358,Esposito,834.0,France,Male,23.0,4,131254.81,1,Yes,No,20199.3,No,4,SILVER,675,0
359,Trejo,693.0,France,Male,43.0,6,128760.32,1,Yes,No,36342.79,No,2,PLATINUM,488,0
360,Kennedy,721.0,France,Male,40.0,3,0.0,1,Yes,Yes,144874.67,No,1,SILVER,391,0
361,Cheng,561.0,France,Male,43.0,4,0.0,4,No,No,18522.91,Yes,1,GOLD,320,1
362,Buddicom,531.0,France,Female,53.0,5,127642.44,1,Yes,No,141501.45,Yes,3,SILVER,341,1
363,Calabresi,794.0,Spain,Male,,9,179581.31,1,Yes,No,23596.24,No,4,PLATINUM,814,0
364,Baresi,516.0,Germany,Female,47.0,9,128298.74,1,No,No,149614.17,Yes,1,SILVER,630,1
365,Nwachukwu,520.0,Spain,Male,43.0,7,0.0,2,Yes,Yes,36202.74,No,1,PLATINUM,357,0
366,Riley,845.0,France,Female,28.0,9,0.0,2,Yes,Yes,56185.98,No,5,SILVER,243,0
367,Kruglova,758.0,Germany,Female,61.0,8,125397.21,1,Yes,No,182184.09,Yes,1,DIAMOND,538,1
368,Chiedozie,652.0,Germany,Female,,9,145219.3,1,Yes,No,159132.83,No,4,PLATINUM,910,0
369,Gibson,594.0,France,Male,57.0,6,0.0,1,Yes,No,19376.56,Yes,5,GOLD,661,1
370,Lei,613.0,Germany,Male,59.0,8,91415.76,1,No,No,27965.0,Yes,2,DIAMOND,422,1
371,Whitson,542.0,France,Male,67.0,10,129431.36,1,No,Yes,21343.74,No,5,GOLD,521,0
372,Franklin,444.0,France,Female,40.0,5,84350.07,1,Yes,No,143835.76,No,2,GOLD,580,0
373,Boni,714.0,France,Male,35.0,3,0.0,2,Yes,,95623.28,No,2,PLATINUM,253,0
374,Graham,793.0,Spain,Male,25.0,3,100913.57,1,No,No,10579.72,No,5,SILVER,793,0
375,McCulloch,578.0,France,Female,40.0,7,0.0,2,No,No,102233.73,No,4,GOLD,924,0
376,Y?,587.0,Spain,,42.0,5,120233.83,1,Yes,No,194890.33,No,4,PLATINUM,736,0
377,Moretti,630.0,France,Male,37.0,6,0.0,2,Yes,Yes,82647.65,No,3,GOLD,970,0
378,Hanson,708.0,Germany,Male,42.0,9,176702.36,2,Yes,Yes,104804.74,No,1,SILVER,942,0
379,Douglas,638.0,France,Female,43.0,3,145860.98,1,Yes,Yes,142763.51,Yes,3,GOLD,578,1
380,Macleod,632.0,Germany,Female,38.0,6,86569.76,2,Yes,No,98090.91,No,5,SILVER,435,0
381,Root,603.0,France,Female,34.0,9,0.0,2,Yes,No,167916.35,No,3,DIAMOND,896,0
382,Stewart,756.0,France,Male,,3,132623.6,1,Yes,Yes,58974.0,No,1,GOLD,677,0
383,Farmer,507.0,Germany,Male,31.0,9,111589.67,1,Yes,No,150037.19,No,2,PLATINUM,473,0
384,McGregor,567.0,France,Male,54.0,9,96402.96,1,No,No,52035.29,Yes,1,PLATINUM,376,1
385,Lin,727.0,France,Male,52.0,4,0.0,2,Yes,Yes,118429.02,No,1,SILVER,647,0
386,Chambers,837.0,France,Female,29.0,9,0.0,2,Yes,Yes,41866.26,No,4,SILVER,374,0
387,Yu,662.0,France,Female,41.0,4,0.0,2,Yes,No,126551.48,No,4,SILVER,527,0
388,Potter,518.0,France,Male,46.0,3,0.0,2,Yes,No,76515.79,No,2,PLATINUM,583,0
389,Moretti,599.0,France,Female,43.0,4,0.0,1,Yes,No,170347.1,No,5,PLATINUM,550,0
390,Kaleski,644.0,France,Male,31.0,5,0.0,2,Yes,Yes,41872.17,No,4,GOLD,782,0
391,Ibbott,823.0,France,Male,38.0,1,0.0,2,Yes,No,156603.7,No,2,SILVER,825,0
392,Shaw,841.0,France,Female,36.0,5,156021.31,1,No,No,122662.98,No,4,DIAMOND,242,0
393,Ekwueme,652.0,Spain,Female,42.0,3,83492.07,2,Yes,No,37914.12,No,1,PLATINUM,343,0
394,Mironova,597.0,Germany,Female,40.0,9,106756.01,2,Yes,No,151167.94,No,3,PLATINUM,701,0
395,Smith,,France,Male,40.0,5,0.0,2,Yes,,70899.27,No,2,DIAMOND,664,0
396,Johnston,668.0,France,Female,46.0,2,0.0,3,Yes,No,89048.46,Yes,1,DIAMOND,943,1
397,Gallagher,572.0,Germany,Female,19.0,1,138657.08,1,Yes,Yes,16161.82,No,3,PLATINUM,263,0
398,Whitworth,475.0,France,Male,40.0,7,160818.08,1,No,Yes,169642.13,Yes,5,GOLD,219,1
399,Hsueh,,France,,34.0,2,0.0,2,Yes,Yes,181270.84,No,2,PLATINUM,557,0
400,Wilson,652.0,France,Female,37.0,4,0.0,2,Yes,No,143393.24,No,4,SILVER,590,0
401,Zetticci,681.0,France,Female,29.0,2,148143.84,1,Yes,,52021.39,No,5,SILVER,394,0
402,Lei,556.0,Germany,Male,33.0,3,124213.36,2,Yes,No,62627.55,No,2,GOLD,537,0
403,Muriel,746.0,France,Female,29.0,4,105599.67,1,Yes,Yes,43106.17,No,3,DIAMOND,425,0
404,Steigrad,664.0,France,Male,46.0,2,0.0,1,Yes,Yes,177423.02,Yes,5,PLATINUM,816,1
405,Gordon,712.0,France,Male,34.0,1,0.0,2,Yes,Yes,195052.12,No,1,PLATINUM,966,0
406,Taplin,790.0,Germany,Female,25.0,5,152885.77,1,Yes,No,58214.79,No,4,SILVER,938,0
407,McKenzie,695.0,Spain,Male,32.0,9,0.0,3,No,Yes,38533.79,No,4,GOLD,475,0
408,Norton,850.0,Spain,Male,39.0,8,0.0,2,Yes,Yes,37090.44,No,3,DIAMOND,995,0
409,Freeman,630.0,Germany,Female,34.0,9,106937.05,2,Yes,No,138275.01,No,3,SILVER,624,0
410,Wright,,France,Male,33.0,0,0.0,2,Yes,No,1474.79,No,2,SILVER,506,0
411,H?,,Germany,Male,31.0,2,160997.54,2,No,Yes,64831.36,No,4,DIAMOND,406,0
412,Wenz,624.0,Germany,Female,40.0,3,149961.99,2,Yes,No,104610.86,No,2,PLATINUM,576,0
413,P'eng,774.0,France,Male,40.0,9,93017.47,2,Yes,No,191608.97,No,1,GOLD,354,1
414,Forbes,697.0,Germany,Female,74.0,3,108071.36,2,Yes,Yes,16445.79,No,3,DIAMOND,525,0
415,Chijindum,678.0,France,Male,,7,128914.97,1,No,No,191746.23,Yes,2,SILVER,323,1
416,Newland,550.0,Spain,Male,45.0,0,0.0,2,No,Yes,70399.71,No,1,SILVER,733,0
417,Manfrin,726.0,Spain,Female,56.0,8,123110.9,3,No,Yes,130113.78,Yes,4,DIAMOND,873,1
418,Quinn,,Germany,Male,44.0,6,108122.39,2,Yes,No,108488.33,Yes,3,GOLD,652,1
419,Woodward,568.0,France,Male,33.0,7,0.0,2,Yes,No,143450.61,No,1,PLATINUM,392,0
420,McDonald,793.0,Spain,Male,63.0,0,0.0,2,No,Yes,27166.75,No,1,GOLD,529,0
421,Chou,833.0,France,Female,34.0,3,144751.81,1,No,No,166472.81,No,3,SILVER,908,0
422,Fedorova,545.0,Spain,Female,39.0,6,0.0,1,No,No,38410.74,Yes,4,SILVER,542,1
423,Nnaife,596.0,Spain,Male,67.0,6,0.0,2,Yes,Yes,138350.74,No,3,PLATINUM,727,0
424,Fu,626.0,France,,38.0,7,141074.59,1,Yes,No,52795.56,Yes,2,DIAMOND,323,1
425,Estrada,568.0,Spain,Male,27.0,5,126815.97,2,No,Yes,118648.12,No,1,DIAMOND,939,0
426,Ignatyeva,648.0,France,Male,42.0,4,0.0,2,Yes,No,19283.14,No,2,GOLD,759,0
427,De Luca,556.0,France,Male,35.0,10,0.0,2,Yes,Yes,192751.18,No,4,GOLD,570,0
428,Arcuri,612.0,Germany,Male,44.0,2,115163.38,1,Yes,Yes,97677.52,Yes,1,DIAMOND,244,1
429,Ponce,603.0,Germany,Male,35.0,1,123407.69,1,Yes,No,152541.89,Yes,2,PLATINUM,833,1
430,McNeill,748.0,France,Male,32.0,5,154737.88,2,Yes,Yes,172638.13,No,2,PLATINUM,486,0
431,Endrizzi,670.0,France,Male,,7,0.0,2,No,No,59571.5,No,2,DIAMOND,871,0
432,Longo,711.0,Germany,Male,43.0,2,39043.29,2,Yes,Yes,175423.69,No,2,DIAMOND,258,0
433,O'Toole,620.0,France,Female,67.0,3,0.0,2,Yes,Yes,43486.73,No,5,GOLD,404,0
434,Wei,479.0,France,Male,47.0,1,0.0,1,Yes,No,95270.83,No,4,DIAMOND,782,0
435,Williams,640.0,France,Female,31.0,9,138857.59,1,Yes,No,48640.77,No,1,SILVER,686,0
436,Hsiao,745.0,France,Male,47.0,5,0.0,2,No,No,145789.71,No,1,PLATINUM,637,0
437,Bruno,773.0,Spain,Female,33.0,10,0.0,1,Yes,Yes,98820.09,No,4,SILVER,610,0
438,Abramovich,630.0,Spain,Female,39.0,7,135483.17,1,Yes,No,140881.2,Yes,1,SILVER,309,1
439,Hinton,768.0,Germany,Male,49.0,1,133384.66,1,Yes,No,102397.22,Yes,2,PLATINUM,684,1
440,Jacka,593.0,Spain,Female,46.0,2,76597.79,1,Yes,Yes,54453.72,No,1,GOLD,520,0
441,Conway,551.0,Spain,Male,76.0,2,128410.71,2,Yes,Yes,181718.73,No,1,SILVER,716,0
442,Yao,787.0,France,Female,85.0,10,0.0,2,Yes,Yes,116537.96,No,2,GOLD,542,0
443,Okagbue,600.0,France,Female,41.0,1,0.0,2,Yes,Yes,,No,4,PLATINUM,467,0
444,Ch'in,,France,Female,62.0,5,0.0,1,Yes,Yes,100941.57,No,1,PLATINUM,938,0
445,Ifeanacho,619.0,France,Female,49.0,9,145359.99,1,Yes,,38186.85,No,4,DIAMOND,468,0
446,Bellucci,706.0,France,Male,54.0,9,117444.51,1,Yes,Yes,186238.85,No,2,PLATINUM,344,0
447,Ubanwa,838.0,France,Male,31.0,2,0.0,2,Yes,No,8222.96,No,1,GOLD,783,0
448,Sidorov,693.0,Germany,Male,25.0,6,146580.69,1,No,Yes,14633.35,No,4,DIAMOND,459,0
449,Fedorova,753.0,France,Female,43.0,5,0.0,2,Yes,No,109881.71,No,5,SILVER,834,0
450,McGuirk,666.0,France,Male,39.0,10,0.0,2,Yes,No,,No,5,SILVER,888,0
451,Wiley,579.0,Germany,Male,31.0,2,90547.48,2,Yes,,18800.13,No,1,GOLD,304,0
452,Johnson,617.0,Spain,Male,61.0,7,91070.43,1,Yes,Yes,101839.77,No,2,DIAMOND,647,0
453,Myers,663.0,Spain,Female,22.0,9,0.0,1,Yes,No,29135.89,Yes,5,DIAMOND,590,1
454,Zimmer,779.0,Spain,Female,34.0,5,0.0,2,No,Yes,111676.63,No,1,SILVER,945,0
455,Tan,668.0,France,,46.0,0,0.0,2,No,No,29388.02,No,1,PLATINUM,419,0
456,McKay,850.0,Spain,Female,39.0,10,0.0,2,Yes,Yes,143030.09,No,3,DIAMOND,440,0
457,Wei,543.0,France,Male,36.0,6,0.0,2,Yes,No,176728.28,No,4,GOLD,894,0
458,Drake-Brockman,733.0,France,Male,42.0,9,120094.93,1,Yes,No,184056.45,No,5,PLATINUM,668,0
459,Akhtar,682.0,France,Male,30.0,9,0.0,2,Yes,Yes,2053.42,No,5,SILVER,456,0
460,Ferri,731.0,Germany,Male,35.0,2,127862.93,2,Yes,No,139083.7,No,1,PLATINUM,561,0
461,Logan,621.0,Spain,Female,,9,83061.26,2,Yes,No,9170.54,No,5,DIAMOND,748,0
462,Riddle,695.0,Germany,Female,53.0,8,95231.91,1,No,No,70140.8,Yes,4,SILVER,402,1
463,Napolitani,682.0,France,Male,,10,200724.96,1,No,Yes,82872.64,Yes,2,SILVER,503,1
464,Santiago,675.0,France,Female,33.0,6,0.0,2,Yes,No,34045.61,No,1,DIAMOND,872,0
465,Udinese,438.0,Germany,Male,59.0,7,127197.14,1,Yes,No,,Yes,2,PLATINUM,550,1
466,Wilson,571.0,France,Female,,6,107193.82,2,No,No,38962.94,No,4,PLATINUM,670,0
467,Hsieh,644.0,Germany,Female,32.0,8,141528.88,1,Yes,Yes,167087.34,Yes,1,GOLD,863,1
468,She,579.0,Germany,Female,50.0,5,117721.02,1,No,Yes,192146.63,Yes,1,SILVER,546,1
469,Ramos,660.0,France,Male,50.0,1,0.0,3,Yes,Yes,191849.15,Yes,5,SILVER,967,1
470,Power,507.0,France,,42.0,6,0.0,2,Yes,No,34777.23,No,1,DIAMOND,487,0
471,Thorpe,584.0,Germany,Male,42.0,3,137479.13,1,Yes,No,25669.1,No,3,PLATINUM,534,0
472,Etheridge,598.0,France,Male,35.0,8,114212.6,1,Yes,Yes,74322.85,No,2,PLATINUM,629,0
473,Nwebube,553.0,France,Male,37.0,2,0.0,2,Yes,No,,No,1,SILVER,461,0
474,Chiawuotu,566.0,Germany,Female,35.0,1,123042.0,1,Yes,No,66245.44,Yes,1,DIAMOND,704,1
475,Jen,650.0,Germany,Female,46.0,9,149003.76,2,Yes,No,176902.83,No,3,GOLD,880,0
476,Biryukov,706.0,Germany,Female,39.0,8,112889.91,1,No,Yes,6723.66,No,5,DIAMOND,727,0
477,Wilder,615.0,France,Female,61.0,1,104267.7,1,Yes,No,62845.64,Yes,3,GOLD,613,1
478,Cook,598.0,Germany,Female,46.0,7,131769.04,1,No,No,184980.23,Yes,2,GOLD,911,1
479,Udinese,648.0,Germany,,37.0,7,138503.51,2,Yes,No,57215.85,No,4,PLATINUM,470,0
480,Leak,632.0,Germany,Male,42.0,4,119624.6,2,Yes,Yes,195978.86,No,4,PLATINUM,959,0
481,Cartwright,630.0,France,Female,28.0,1,0.0,2,Yes,Yes,133267.78,No,3,GOLD,742,0
482,Kang,586.0,France,Male,29.0,3,0.0,2,Yes,Yes,142238.54,No,2,GOLD,1000,0
483,Ekechukwu,601.0,Germany,Female,26.0,7,105514.69,2,Yes,No,50070.59,No,5,GOLD,525,0
484,Wilson,850.0,France,Female,33.0,7,118004.26,1,Yes,No,183983.82,No,5,SILVER,782,0
485,Bradley,704.0,Germany,Female,54.0,6,133656.91,3,Yes,No,145071.33,Yes,1,PLATINUM,329,1
486,Kelly,512.0,France,Female,75.0,2,0.0,1,Yes,No,123304.62,No,3,GOLD,355,0
487,Cartwright,656.0,France,Male,36.0,8,97786.08,2,No,Yes,21478.36,No,3,PLATINUM,662,0
488,Rieke,717.0,Germany,Female,33.0,0,115777.23,1,Yes,Yes,,No,1,DIAMOND,569,0
489,Beyer,712.0,Germany,Female,40.0,3,109308.79,2,Yes,No,120158.72,Yes,1,GOLD,778,1
490,Lord,709.0,Germany,Male,22.0,0,112949.71,1,No,No,155231.55,No,1,SILVER,925,0
491,Sagese,453.0,France,Male,29.0,6,0.0,1,No,No,198376.02,Yes,3,DIAMOND,791,1
492,Genovese,697.0,France,Female,47.0,6,128252.66,1,Yes,Yes,168053.4,No,1,DIAMOND,281,0
493,Hargrave,619.0,France,Female,42.0,2,0.0,1,Yes,Yes,101348.88,Yes,2,DIAMOND,464,1
494,Debellis,715.0,France,Female,35.0,3,0.0,1,Yes,Yes,152012.36,No,4,GOLD,917,0
495,Rubeo,652.0,France,Male,26.0,3,137998.2,2,No,Yes,168989.77,No,1,PLATINUM,443,0
496,Ho,444.0,France,Male,,2,144318.97,1,Yes,No,112668.06,No,4,SILVER,310,0
497,Seleznyov,654.0,Germany,Female,32.0,1,114510.85,1,Yes,Yes,126143.23,No,4,GOLD,224,0
498,Tomlinson,738.0,Spain,Male,36.0,5,0.0,2,Yes,Yes,96881.32,No,1,GOLD,856,0
499,Pinto,647.0,Germany,Male,44.0,4,93960.35,1,Yes,,36579.53,Yes,2,SILVER,417,1
500,Dawson,850.0,Germany,Male,28.0,4,147972.19,1,Yes,No,60708.72,Yes,2,SILVER,823,1
501,Campa,632.0,France,Male,44.0,3,107764.75,1,Yes,No,185667.72,No,4,GOLD,582,0
502,Ferguson,580.0,Germany,Male,76.0,2,130334.84,2,Yes,Yes,51672.08,No,5,DIAMOND,756,0
503,Cunningham,731.0,Spain,Male,41.0,4,0.0,2,Yes,No,22299.27,No,1,GOLD,968,0
504,Smith,765.0,Germany,Female,46.0,8,119492.88,2,No,Yes,166896.01,Yes,5,GOLD,453,1
